"School Name","School ID","Network","Grade","Year","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Reading","Number of
Students","Value-Added
Score","95% Confidence
Interval Range","Percentile","Color Math"
"ARMSTRONG, G",609779,"Ravenswood-Ridge",4,2010,86,0.7,"0.1 to 1.4",82,"green",86,0.6,"0 to 1.1",75,"green"
"ARMSTRONG, G",609779,"Ravenswood-Ridge",5,2010,94.2,0.9,"0.1 to 1.7",81,"green",94.9,1.1,"0.6 to 1.6",86,"green"
"ARMSTRONG, G",609779,"Ravenswood-Ridge",6,2010,101.1,0.3,"-0.4 to 1.1",66,"yellow",101.1,0.7,"0.2 to 1.2",77,"green"
"ARMSTRONG, G",609779,"Ravenswood-Ridge",7,2010,104.5,0.8,"-0.1 to 1.6",78,"yellow",104.5,0.7,"0.2 to 1.3",78,"green"
"ARMSTRONG, G",609779,"Ravenswood-Ridge",8,2010,91.5,0.4,"-0.6 to 1.4",70,"yellow",91.1,2.2,"1.6 to 2.8",97,"green"
"ARMSTRONG, G",609779,"Ravenswood-Ridge","All Grades",2010,477.2,1,"0.4 to 1.6",88,"green",477.5,1.8,"1.4 to 2.2",96,"green"
"ARMSTRONG, L",610156,"Austin-North Lawndale Elementary Network",4,2012,28.7,-2.8,"-3.8 to -1.8",0,"Red",28.7,-1.9,"-2.7 to -1.1",2,"Red"
"ARMSTRONG, L",610156,"Austin-North Lawndale Elementary Network",5,2012,32.0,1.4,"0.2 to 2.6",91,"Green",32.0,2.0,"1.1 to 2.9",96,"Green"
"ARMSTRONG, L",610156,"Austin-North Lawndale Elementary Network",6,2012,21.6,2.4,"1 to 3.7",98,"Green",21.6,2.6,"1.7 to 3.5",99,"Green"
"ARMSTRONG, L",610156,"Austin-North Lawndale Elementary Network","All Grades",2012,82.3,0.6,"-0.5 to 1.8",75,"Yellow",82.3,1.4,"0.6 to 2.2",92,"Green"
"ARMSTRONG, L",610156,"Austin-North Lawndale",4,2011,30.2,-0.9,"-1.9 to 0.1",15,"yellow",30.2,-2.3,"-3.1 to -1.5",1,"red"
"ARMSTRONG, L",610156,"Austin-North Lawndale",5,2011,28.4,-0.6,"-1.8 to 0.6",24,"yellow",28.4,-0.5,"-1.5 to 0.4",31,"yellow"
"ARMSTRONG, L",610156,"Austin-North Lawndale",6,2011,27.3,1.5,"0.3 to 2.7",94,"green",27.3,1.4,"0.6 to 2.2",91,"green"
"ARMSTRONG, L",610156,"Austin-North Lawndale","All Grades",2011,85.9,0.1,"-1 to 1.2",54,"yellow",85.9,-0.8,"-1.6 to 0",21,"yellow"
"ARMSTRONG, L",610156,"Austin-North Lawndale",4,2010,32.7,-0.1,"-1.1 to 0.9",47,"yellow",32.7,-1.2,"-2 to -0.4",11,"red"
"ARMSTRONG, L",610156,"Austin-North Lawndale",5,2010,39.5,0.3,"-0.8 to 1.3",59,"yellow",39.5,-0.3,"-1 to 0.5",41,"yellow"
"ARMSTRONG, L",610156,"Austin-North Lawndale",6,2010,44.2,-0.7,"-1.7 to 0.4",24,"yellow",44.2,0,"-0.7 to 0.7",51,"yellow"
"ARMSTRONG, L",610156,"Austin-North Lawndale","All Grades",2010,116.5,-0.3,"-1.2 to 0.7",37,"yellow",116.5,-0.7,"-1.4 to 0",22,"yellow"
"ASHBURN",610287,"Midway Elementary Network",4,2012,32.5,0.0,"-0.9 to 1",49,"Yellow",32.5,-0.1,"-0.8 to 0.7",47,"Yellow"
"ASHBURN",610287,"Midway Elementary Network",5,2012,44.6,0.0,"-1 to 1.1",50,"Yellow",44.6,-1.3,"-2.1 to -0.5",7,"Red"
"ASHBURN",610287,"Midway Elementary Network",6,2012,45.4,0.5,"-0.6 to 1.6",70,"Yellow",45.4,0.5,"-0.1 to 1.2",71,"Yellow"
"ASHBURN",610287,"Midway Elementary Network",7,2012,40.7,-0.3,"-1.4 to 0.9",40,"Yellow",40.7,-0.6,"-1.2 to 0.1",28,"Yellow"
"ASHBURN",610287,"Midway Elementary Network",8,2012,46.0,0.6,"-0.6 to 1.8",77,"Yellow",46.0,0.4,"-0.3 to 1.1",71,"Yellow"
"ASHBURN",610287,"Midway Elementary Network","All Grades",2012,209.2,0.3,"-0.5 to 1.2",64,"Yellow",209.2,-0.3,"-0.9 to 0.2",36,"Yellow"
"ASHBURN",610287,"Midway",4,2011,46,0.8,"-0.1 to 1.6",78,"yellow",46,0.5,"-0.1 to 1.2",72,"yellow"
"ASHBURN",610287,"Midway",5,2011,42.3,-1,"-2.1 to 0.1",10,"yellow",42.3,-1.7,"-2.5 to -0.9",3,"red"
"ASHBURN",610287,"Midway",6,2011,44.1,0.2,"-0.8 to 1.2",56,"yellow",44.1,0.9,"0.3 to 1.5",81,"green"
"ASHBURN",610287,"Midway",7,2011,41.4,-0.3,"-1.4 to 0.8",38,"yellow",41.4,0.5,"-0.2 to 1.2",70,"yellow"
"ASHBURN",610287,"Midway",8,2011,46,-1.8,"-3 to -0.6",1,"red",46,0.5,"-0.3 to 1.3",70,"yellow"
"ASHBURN",610287,"Midway","All Grades",2011,219.7,-0.6,"-1.4 to 0.1",23,"yellow",219.7,0.4,"-0.2 to 0.9",65,"yellow"
"ASHBURN",610287,"Midway",4,2010,43.9,1.5,"0.6 to 2.4",93,"green",43.9,1.2,"0.5 to 1.8",89,"green"
"ASHBURN",610287,"Midway",5,2010,61.8,0.8,"-0.1 to 1.8",78,"yellow",61.8,-0.1,"-0.7 to 0.5",50,"yellow"
"ASHBURN",610287,"Midway",6,2010,46.2,0.6,"-0.5 to 1.6",71,"yellow",46.2,0,"-0.7 to 0.7",52,"yellow"
"ASHBURN",610287,"Midway",7,2010,43.9,0,"-1.2 to 1.1",53,"yellow",43.9,0.9,"0.1 to 1.7",83,"green"
"ASHBURN",610287,"Midway",8,2010,37.1,0.4,"-0.9 to 1.7",67,"yellow",37.1,0.4,"-0.5 to 1.3",68,"yellow"
"ASHBURN",610287,"Midway","All Grades",2010,232.8,1.1,"0.3 to 1.8",90,"green",232.9,0.7,"0.2 to 1.3",78,"green"
"ASHE",610268,"Skyway Elementary Network",4,2012,50.8,0.0,"-0.8 to 0.8",45,"Yellow",49.8,0.3,"-0.4 to 1",64,"Yellow"
"ASHE",610268,"Skyway Elementary Network",5,2012,32.2,-0.2,"-1.4 to 1",40,"Yellow",32.1,-0.3,"-1.2 to 0.6",39,"Yellow"
"ASHE",610268,"Skyway Elementary Network",6,2012,41.8,-0.4,"-1.6 to 0.7",31,"Yellow",41.8,0.7,"0 to 1.4",75,"Green"
"ASHE",610268,"Skyway Elementary Network",7,2012,44.8,1.8,"0.6 to 2.9",96,"Green",43.8,1.4,"0.8 to 2.1",93,"Green"
"ASHE",610268,"Skyway Elementary Network",8,2012,36.8,0.2,"-1.1 to 1.4",61,"Yellow",36.9,-0.7,"-1.6 to 0.1",20,"Yellow"
"ASHE",610268,"Skyway Elementary Network","All Grades",2012,206.4,0.6,"-0.3 to 1.4",72,"Yellow",204.4,0.6,"0.1 to 1.2",76,"Green"
"ASHE",610268,"Skyway",4,2011,33.1,-1.5,"-2.5 to -0.5",7,"red",33.1,0.7,"-0.1 to 1.5",78,"yellow"
"ASHE",610268,"Skyway",5,2011,45.3,0,"-1.1 to 1",50,"yellow",45.3,-0.1,"-0.8 to 0.7",49,"yellow"
"ASHE",610268,"Skyway",6,2011,43.4,-1.2,"-2.2 to -0.2",11,"red",42.2,0.3,"-0.4 to 1",63,"yellow"
"ASHE",610268,"Skyway",7,2011,47.7,-0.6,"-1.6 to 0.4",27,"yellow",46.7,0.1,"-0.6 to 0.7",54,"yellow"
"ASHE",610268,"Skyway",8,2011,34.9,0.9,"-0.4 to 2.2",86,"yellow",34.9,2.7,"1.8 to 3.5",99,"green"
"ASHE",610268,"Skyway","All Grades",2011,204.3,-0.9,"-1.7 to -0.1",16,"red",202.3,1.1,"0.5 to 1.6",88,"green"
"ASHE",610268,"Skyway",4,2010,41.3,-0.8,"-1.7 to 0.1",18,"yellow",41.3,0.4,"-0.3 to 1.1",66,"yellow"
"ASHE",610268,"Skyway",5,2010,43.9,-0.7,"-1.8 to 0.3",22,"yellow",43.9,-0.2,"-1 to 0.5",42,"yellow"
"ASHE",610268,"Skyway",6,2010,50.5,-1.1,"-2.1 to 0",12,"red",50.6,0.7,"0 to 1.4",77,"green"
"ASHE",610268,"Skyway",7,2010,43.8,-0.6,"-1.7 to 0.6",29,"yellow",43.8,0.1,"-0.7 to 0.9",54,"yellow"
"ASHE",610268,"Skyway",8,2010,40.8,1,"-0.3 to 2.2",85,"yellow",40.8,-1.9,"-2.8 to -1",1,"red"
"ASHE",610268,"Skyway","All Grades",2010,220.3,-0.8,"-1.6 to 0",17,"yellow",220.3,-0.3,"-0.9 to 0.3",39,"yellow"
"ASIAN HUMAN SERVICES CHTR - PASSAGES",400060,"Charter/Contract Schools",4,2012,16.1,-0.5,"-1.7 to 0.7",29,"Yellow",16.1,-0.3,"-1.3 to 0.7",39,"Yellow"
"ASIAN HUMAN SERVICES CHTR - PASSAGES",400060,"Charter/Contract Schools",5,2012,37.6,0.3,"-0.9 to 1.4",61,"Yellow",37.6,0.7,"-0.2 to 1.5",77,"Yellow"
"ASIAN HUMAN SERVICES CHTR - PASSAGES",400060,"Charter/Contract Schools",6,2012,23.5,1.4,"0.1 to 2.7",93,"Green",23.5,0.1,"-0.8 to 0.9",58,"Yellow"
"ASIAN HUMAN SERVICES CHTR - PASSAGES",400060,"Charter/Contract Schools",7,2012,24.2,0.0,"-1.3 to 1.4",53,"Yellow",24.2,0.4,"-0.4 to 1.2",69,"Yellow"
"ASIAN HUMAN SERVICES CHTR - PASSAGES",400060,"Charter/Contract Schools",8,2012,17.0,-0.6,"-2.1 to 0.9",28,"Yellow",17.0,-0.7,"-1.7 to 0.4",22,"Yellow"
"ASPIRA CHTR - HAUGAN",400017,"Charter/Contract Schools",6,2012,88.8,-0.8,"-1.7 to 0",17,"Yellow",88.7,-0.4,"-0.9 to 0.1",39,"Yellow"
"ASPIRA CHTR - HAUGAN",400017,"Charter/Contract Schools",7,2012,196.5,-0.5,"-1.3 to 0.2",30,"Yellow",196.5,0.4,"0.1 to 0.7",68,"Green"
"ASPIRA CHTR - HAUGAN",400017,"Charter/Contract Schools",8,2012,183.4,-0.6,"-1.4 to 0.2",27,"Yellow",183.4,-1.0,"-1.4 to -0.6",13,"Red"
"ASPIRA CHTR - HAUGAN",400017,"Charter/Contract Schools","All Grades",2012,468.7,-1.0,"-1.7 to -0.3",14,"Red",468.6,-0.4,"-0.8 to 0",30,"Red"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare",6,2011,88.1,-1.3,"-2.1 to -0.5",10,"red",88.1,-1.3,"-1.8 to -0.8",8,"red"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare",7,2011,178.7,-1.2,"-1.8 to -0.5",11,"red",178.7,-0.4,"-0.8 to 0",37,"red"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare",8,2011,157.5,-0.9,"-1.7 to -0.1",21,"red",157.5,-0.7,"-1.1 to -0.2",28,"red"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare","All Grades",2011,424.3,-1.8,"-2.4 to -1.1",3,"red",424.3,-1.2,"-1.6 to -0.8",10,"red"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare",6,2010,58.3,-1.8,"-2.8 to -0.9",2,"red",58.3,-0.8,"-1.5 to -0.1",22,"red"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare",7,2010,131.8,-0.1,"-0.9 to 0.7",47,"yellow",131.8,0.6,"0.1 to 1.1",71,"green"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare",8,2010,78.8,0.5,"-0.5 to 1.6",73,"yellow",78.8,2.2,"1.5 to 2.9",96,"green"
"ASPIRA CHTR - HAUGAN",400017,"O'Hare","All Grades",2010,268.8,-0.5,"-1.3 to 0.3",31,"yellow",268.8,1.2,"0.7 to 1.8",91,"green"
"ATTUCKS",609781,"Burnham Park Elementary Network",4,2012,28.1,-2.7,"-3.7 to -1.7",0,"Red",28.1,-1.3,"-2.1 to -0.5",10,"Red"
"ATTUCKS",609781,"Burnham Park Elementary Network",5,2012,30.6,-2.4,"-3.6 to -1.2",1,"Red",30.6,-2.1,"-3 to -1.2",1,"Red"
"ATTUCKS",609781,"Burnham Park Elementary Network",6,2012,16.5,-0.6,"-2.1 to 0.8",21,"Yellow",16.5,-1.4,"-2.4 to -0.4",3,"Red"
"ATTUCKS",609781,"Burnham Park Elementary Network",7,2012,29.6,-0.2,"-1.5 to 1.1",45,"Yellow",29.6,-1.2,"-2 to -0.5",7,"Red"
"ATTUCKS",609781,"Burnham Park Elementary Network",8,2012,27.5,-0.1,"-1.4 to 1.3",51,"Yellow",27.5,-0.9,"-1.8 to 0",14,"Yellow"
"ATTUCKS",609781,"Burnham Park Elementary Network","All Grades",2012,132.4,-2.3,"-3.3 to -1.2",1,"Red",132.4,-2.4,"-3.1 to -1.7",0,"Red"
"ATTUCKS",609781,"Burnham Park",4,2011,23.5,0.2,"-0.9 to 1.3",54,"yellow",24.3,0.8,"0 to 1.7",80,"yellow"
"ATTUCKS",609781,"Burnham Park",5,2011,14,-2.1,"-3.5 to -0.6",2,"red",14,-0.4,"-1.6 to 0.8",36,"yellow"
"ATTUCKS",609781,"Burnham Park",6,2011,25.7,-1.8,"-3 to -0.6",3,"red",25.5,-0.8,"-1.6 to 0",20,"yellow"
"ATTUCKS",609781,"Burnham Park",7,2011,27.5,-0.7,"-1.9 to 0.5",22,"yellow",27.5,-0.3,"-1.1 to 0.5",41,"yellow"
"ATTUCKS",609781,"Burnham Park",8,2011,27.9,-1.1,"-2.5 to 0.3",13,"yellow",27.8,-0.1,"-1 to 0.8",48,"yellow"
"ATTUCKS",609781,"Burnham Park","All Grades",2011,118.6,-2,"-3 to -1",2,"red",119.1,-0.3,"-1 to 0.4",39,"yellow"
"ATTUCKS",609781,"Burnham Park",4,2010,21.3,1.2,"0 to 2.3",90,"green",21.3,0,"-0.9 to 0.9",48,"yellow"
"ATTUCKS",609781,"Burnham Park",5,2010,29.3,-0.1,"-1.3 to 1.1",42,"yellow",29.3,0.7,"-0.1 to 1.6",78,"yellow"
"ATTUCKS",609781,"Burnham Park",6,2010,31.3,-1.1,"-2.3 to 0.1",10,"yellow",31.3,-1.2,"-2 to -0.3",11,"red"
"ATTUCKS",609781,"Burnham Park",7,2010,24.8,0,"-1.3 to 1.4",55,"yellow",24.8,-0.3,"-1.2 to 0.7",42,"yellow"
"ATTUCKS",609781,"Burnham Park",8,2010,33.4,1,"-0.3 to 2.4",87,"yellow",33.4,-0.6,"-1.6 to 0.3",28,"yellow"
"ATTUCKS",609781,"Burnham Park","All Grades",2010,140,0.3,"-0.7 to 1.2",61,"yellow",140.1,-0.6,"-1.3 to 0.2",27,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge Elementary Network",4,2012,49.6,1.0,"0.2 to 1.8",85,"Green",49.6,-0.9,"-1.5 to -0.2",16,"Red"
"AUDUBON",609782,"Ravenswood-Ridge Elementary Network",5,2012,50.2,0.6,"-0.4 to 1.7",76,"Yellow",50.2,2.4,"1.7 to 3.2",98,"Green"
"AUDUBON",609782,"Ravenswood-Ridge Elementary Network",6,2012,41.2,0.9,"-0.2 to 2",83,"Yellow",41.2,0.9,"0.2 to 1.6",81,"Green"
"AUDUBON",609782,"Ravenswood-Ridge Elementary Network",7,2012,41.6,0.4,"-0.8 to 1.6",66,"Yellow",41.6,0.7,"0.1 to 1.4",81,"Green"
"AUDUBON",609782,"Ravenswood-Ridge Elementary Network",8,2012,38.0,-1.1,"-2.3 to 0.1",12,"Yellow",38.0,0.0,"-0.8 to 0.8",55,"Yellow"
"AUDUBON",609782,"Ravenswood-Ridge Elementary Network","All Grades",2012,220.6,0.8,"-0.1 to 1.6",77,"Yellow",220.6,1.1,"0.6 to 1.6",87,"Green"
"AUDUBON",609782,"Ravenswood-Ridge",4,2011,42,0,"-0.9 to 0.9",45,"yellow",42,0.1,"-0.6 to 0.8",56,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge",5,2011,42.8,1.3,"0.3 to 2.4",92,"green",42.8,1,"0.2 to 1.8",84,"green"
"AUDUBON",609782,"Ravenswood-Ridge",6,2011,40.6,1.2,"0.2 to 2.3",90,"green",40.6,1.3,"0.6 to 2",90,"green"
"AUDUBON",609782,"Ravenswood-Ridge",7,2011,38,1.6,"0.5 to 2.7",93,"green",38,0.8,"0.1 to 1.5",80,"green"
"AUDUBON",609782,"Ravenswood-Ridge",8,2011,36,-1.4,"-2.7 to -0.1",6,"red",36,0.1,"-0.7 to 1",58,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge","All Grades",2011,199.4,1.1,"0.3 to 2",88,"green",199.4,1.2,"0.7 to 1.8",91,"green"
"AUDUBON",609782,"Ravenswood-Ridge",4,2010,29.7,0.6,"-0.4 to 1.7",79,"yellow",29.7,0.9,"0.1 to 1.7",83,"green"
"AUDUBON",609782,"Ravenswood-Ridge",5,2010,35.2,-0.5,"-1.6 to 0.6",30,"yellow",35.2,-0.7,"-1.5 to 0",21,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge",6,2010,34,0.7,"-0.4 to 1.9",77,"yellow",34,0,"-0.7 to 0.8",53,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge",7,2010,36.4,2.1,"0.9 to 3.3",97,"green",36.4,-0.1,"-0.9 to 0.8",48,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge",8,2010,25,-0.4,"-1.9 to 1",28,"yellow",25,0,"-1.1 to 1",53,"yellow"
"AUDUBON",609782,"Ravenswood-Ridge","All Grades",2010,160.3,1,"0.2 to 1.9",90,"green",160.3,0,"-0.7 to 0.6",50,"yellow"
"AVALON PARK",609786,"Skyway Elementary Network",4,2012,37.6,-0.6,"-1.5 to 0.3",25,"Yellow",37.6,0.1,"-0.6 to 0.9",56,"Yellow"
"AVALON PARK",609786,"Skyway Elementary Network",5,2012,34.4,-0.4,"-1.6 to 0.8",32,"Yellow",34.4,-1.5,"-2.4 to -0.6",6,"Red"
"AVALON PARK",609786,"Skyway Elementary Network",6,2012,31.0,-0.5,"-1.7 to 0.7",29,"Yellow",31.0,0.1,"-0.7 to 0.8",57,"Yellow"
"AVALON PARK",609786,"Skyway Elementary Network",7,2012,37.2,-0.1,"-1.3 to 1.1",48,"Yellow",37.2,2.5,"1.8 to 3.1",98,"Green"
"AVALON PARK",609786,"Skyway Elementary Network",8,2012,44.3,1.7,"0.5 to 2.9",95,"Green",44.3,2.9,"2.1 to 3.6",98,"Green"
"AVALON PARK",609786,"Skyway Elementary Network","All Grades",2012,184.6,0.1,"-0.8 to 1.1",57,"Yellow",184.6,1.6,"1 to 2.2",94,"Green"
"AVALON PARK",609786,"Skyway",4,2011,34.9,0.3,"-0.7 to 1.3",59,"yellow",34.9,0.7,"-0.1 to 1.5",77,"yellow"
"AVALON PARK",609786,"Skyway",5,2011,29.2,0.1,"-1.1 to 1.4",54,"yellow",29.2,-0.5,"-1.4 to 0.5",33,"yellow"
"AVALON PARK",609786,"Skyway",6,2011,36.3,-0.4,"-1.5 to 0.7",36,"yellow",36.3,-0.6,"-1.4 to 0.1",25,"yellow"
"AVALON PARK",609786,"Skyway",7,2011,46.2,0,"-1 to 1.1",50,"yellow",46.2,0,"-0.7 to 0.6",51,"yellow"
"AVALON PARK",609786,"Skyway",8,2011,40.5,3.6,"2.4 to 4.9",99,"green",40.5,3.6,"2.8 to 4.5",99,"green"
"AVALON PARK",609786,"Skyway","All Grades",2011,187.1,1.2,"0.4 to 2.1",89,"green",187.1,1.1,"0.5 to 1.7",88,"green"
"AVALON PARK",609786,"Skyway",4,2010,37.5,0.6,"-0.4 to 1.5",74,"yellow",37.5,-0.3,"-1 to 0.5",38,"yellow"
"AVALON PARK",609786,"Skyway",5,2010,44.5,-0.8,"-1.8 to 0.3",20,"yellow",44.5,-0.3,"-1 to 0.4",38,"yellow"
"AVALON PARK",609786,"Skyway",6,2010,54.1,-0.8,"-1.7 to 0.2",21,"yellow",54.1,-0.2,"-0.8 to 0.5",44,"yellow"
"AVALON PARK",609786,"Skyway",7,2010,49.1,-0.2,"-1.3 to 0.9",44,"yellow",49.1,0.7,"0 to 1.4",77,"yellow"
"AVALON PARK",609786,"Skyway",8,2010,50.3,2.8,"1.5 to 4",99,"green",50.3,2.6,"1.8 to 3.4",98,"green"
"AVALON PARK",609786,"Skyway","All Grades",2010,235.5,0.5,"-0.3 to 1.3",69,"yellow",235.5,1,"0.4 to 1.6",86,"green"
"AZUELA",610544,"Midway Elementary Network",4,2012,39.4,0.1,"-0.8 to 1",52,"Yellow",39.4,1.1,"0.4 to 1.8",87,"Green"
"AZUELA",610544,"Midway Elementary Network",5,2012,79.9,0.5,"-0.4 to 1.4",70,"Yellow",79.9,2.1,"1.5 to 2.8",97,"Green"
"AZUELA",610544,"Midway Elementary Network",6,2012,71.3,-1.0,"-2 to -0.1",11,"Red",71.3,1.7,"1.2 to 2.3",95,"Green"
"AZUELA",610544,"Midway Elementary Network",7,2012,75.5,-0.8,"-1.8 to 0.2",19,"Yellow",75.5,1.6,"1.1 to 2.1",94,"Green"
"AZUELA",610544,"Midway Elementary Network",8,2012,88.7,-0.6,"-1.6 to 0.3",28,"Yellow",88.7,0.9,"0.4 to 1.5",85,"Green"
"AZUELA",610544,"Midway Elementary Network","All Grades",2012,354.8,-0.7,"-1.4 to 0",21,"Yellow",354.8,2.5,"2.1 to 2.9",98,"Green"
"AZUELA",610544,"Midway",4,2011,56.5,-0.6,"-1.4 to 0.3",25,"yellow",56.5,-1.2,"-1.8 to -0.6",9,"red"
"AZUELA",610544,"Midway",5,2011,70,0.4,"-0.5 to 1.3",64,"yellow",70,-1,"-1.7 to -0.3",15,"red"
"AZUELA",610544,"Midway",6,2011,67.9,0,"-0.9 to 0.8",47,"yellow",67.9,0,"-0.5 to 0.6",50,"yellow"
"AZUELA",610544,"Midway",7,2011,82.5,0.5,"-0.4 to 1.3",72,"yellow",82,-0.9,"-1.4 to -0.4",18,"red"
"AZUELA",610544,"Midway","All Grades",2011,276.9,0.2,"-0.5 to 1",58,"yellow",276.4,-1.3,"-1.8 to -0.8",8,"red"
"BANNEKER",610265,"Englewood-Gresham Elementary Network",4,2012,30.7,-1.9,"-2.9 to -0.9",4,"Red",30.7,-0.8,"-1.6 to 0",19,"Yellow"
"BANNEKER",610265,"Englewood-Gresham Elementary Network",5,2012,23.0,-0.5,"-1.9 to 0.8",26,"Yellow",23.0,0.3,"-0.7 to 1.3",64,"Yellow"
"BANNEKER",610265,"Englewood-Gresham Elementary Network",6,2012,27.2,0.0,"-1.3 to 1.2",49,"Yellow",27.2,-0.4,"-1.2 to 0.4",38,"Yellow"
"BANNEKER",610265,"Englewood-Gresham Elementary Network",7,2012,22.1,0.4,"-1 to 1.8",65,"Yellow",22.1,-1.0,"-1.8 to -0.1",15,"Red"
"BANNEKER",610265,"Englewood-Gresham Elementary Network",8,2012,24.4,-0.8,"-2.2 to 0.6",22,"Yellow",24.4,1.2,"0.2 to 2.1",89,"Green"
"BANNEKER",610265,"Englewood-Gresham Elementary Network","All Grades",2012,127.3,-1.1,"-2.2 to -0.1",11,"Red",127.3,-0.3,"-1 to 0.4",38,"Yellow"
"BANNEKER",610265,"Englewood-Gresham",4,2011,27.5,0.8,"-0.2 to 1.9",81,"yellow",27.5,0.1,"-0.7 to 0.9",55,"yellow"
"BANNEKER",610265,"Englewood-Gresham",5,2011,30.1,-0.3,"-1.5 to 0.9",39,"yellow",30.1,1.1,"0.2 to 2.1",86,"green"
"BANNEKER",610265,"Englewood-Gresham",6,2011,26.8,0.9,"-0.3 to 2.1",84,"yellow",26.8,0,"-0.8 to 0.8",51,"yellow"
"BANNEKER",610265,"Englewood-Gresham",7,2011,19.2,0.6,"-0.8 to 1.9",74,"yellow",19.2,-0.7,"-1.7 to 0.2",23,"yellow"
"BANNEKER",610265,"Englewood-Gresham",8,2011,22.6,0.3,"-1.1 to 1.7",60,"yellow",22.6,1.6,"0.6 to 2.6",95,"green"
"BANNEKER",610265,"Englewood-Gresham","All Grades",2011,126.2,0.9,"-0.1 to 1.9",84,"yellow",126.3,0.7,"0 to 1.4",77,"yellow"
"BANNEKER",610265,"Englewood-Gresham",4,2010,30.7,-0.9,"-1.9 to 0.1",16,"yellow",30.7,-1.7,"-2.5 to -0.9",5,"red"
"BANNEKER",610265,"Englewood-Gresham",5,2010,26.5,-1,"-2.2 to 0.3",13,"yellow",26.5,-1.1,"-1.9 to -0.2",12,"red"
"BANNEKER",610265,"Englewood-Gresham",6,2010,25.4,-0.1,"-1.4 to 1.1",46,"yellow",25.4,-0.1,"-1 to 0.9",49,"yellow"
"BANNEKER",610265,"Englewood-Gresham",7,2010,29.3,0.2,"-1.1 to 1.4",59,"yellow",29.4,0.7,"-0.2 to 1.7",78,"yellow"
"BANNEKER",610265,"Englewood-Gresham",8,2010,27.7,0.3,"-1.1 to 1.7",63,"yellow",27.7,-1,"-2 to 0",15,"yellow"
"BANNEKER",610265,"Englewood-Gresham","All Grades",2010,139.6,-0.5,"-1.4 to 0.5",30,"yellow",139.6,-1.1,"-1.8 to -0.4",11,"red"
"BARNARD",609788,"Rock Island Elementary Network",4,2012,28.8,-2.4,"-3.4 to -1.4",1,"Red",29.8,-1.8,"-2.6 to -1",3,"Red"
"BARNARD",609788,"Rock Island Elementary Network",5,2012,25.9,0.9,"-0.3 to 2.2",83,"Yellow",24.9,1.2,"0.3 to 2.2",89,"Green"
"BARNARD",609788,"Rock Island Elementary Network",6,2012,14.7,0.4,"-1 to 1.9",69,"Yellow",13.7,-1.8,"-2.9 to -0.8",1,"Red"
"BARNARD",609788,"Rock Island Elementary Network",7,2012,27.1,-0.2,"-1.5 to 1.1",43,"Yellow",31.1,-0.9,"-1.6 to -0.2",17,"Red"
"BARNARD",609788,"Rock Island Elementary Network",8,2012,18.0,0.6,"-0.9 to 2.1",77,"Yellow",19.0,-1.4,"-2.5 to -0.4",4,"Red"
"BARNARD",609788,"Rock Island Elementary Network","All Grades",2012,114.4,-0.4,"-1.4 to 0.7",31,"Yellow",118.5,-1.5,"-2.2 to -0.9",5,"Red"
"BARNARD",609788,"Rock Island",4,2011,25.4,0.1,"-1 to 1.1",47,"yellow",25.4,-0.1,"-0.9 to 0.8",48,"yellow"
"BARNARD",609788,"Rock Island",5,2011,19.9,1.3,"0 to 2.6",91,"yellow",19.9,1.9,"0.8 to 3",95,"green"
"BARNARD",609788,"Rock Island",6,2011,31.3,1.1,"0 to 2.3",89,"yellow",31.3,0.1,"-0.7 to 0.8",53,"yellow"
"BARNARD",609788,"Rock Island",7,2011,22.6,1,"-0.3 to 2.3",84,"yellow",22.6,1.7,"0.8 to 2.6",96,"green"
"BARNARD",609788,"Rock Island",8,2011,27.3,1.6,"0.2 to 3",95,"green",27.3,2,"1.1 to 3",97,"green"
"BARNARD",609788,"Rock Island","All Grades",2011,126.4,1.9,"0.9 to 2.9",97,"green",126.4,1.9,"1.2 to 2.6",95,"green"
"BARNARD",609788,"Rock Island",4,2010,19.2,-0.8,"-2 to 0.3",16,"yellow",19.8,-0.7,"-1.6 to 0.3",21,"yellow"
"BARNARD",609788,"Rock Island",5,2010,31,1,"-0.2 to 2.1",83,"yellow",31,0.9,"0.1 to 1.7",81,"green"
"BARNARD",609788,"Rock Island",6,2010,26.9,1.4,"0.2 to 2.6",93,"green",26.9,-0.7,"-1.6 to 0.2",25,"yellow"
"BARNARD",609788,"Rock Island",7,2010,30.2,0,"-1.2 to 1.3",55,"yellow",29.2,0.5,"-0.4 to 1.4",70,"yellow"
